row_id,file_name,speaker,line_no,utterance_index_raw,prediction_status,labels_or_clean,n_labels,input,model_prediction,uncertainty_mean_token_logprob,uncertainty_min_token_logprob,uncertainty_mean_token_margin,uncertainty_min_token_margin,review_decision,notes,uncertainty_review_flag,uncertainty_review_rule
2258,1193_4M3.cha,1193,33,8,TAGGED,[* m:0ed],1,<when he start> [//] &-uh &~i when he establish the first singer nobody like &-uh and [/] &-uh and yes .,<when he start> [//] &-uh &~i when he establish [:: established] [* m:0ed] the first singer nobody like &-uh and [/] &-uh and yes .,-0.042309922509159104,-0.7442436814308167,7.211890243902439,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2259,1199_4R1.cha,1199,9,0,TAGGED,[* s:r:der],1,&-um today I'm going to talk about &-uh &~a environment pollution &-um in my country &-uh .,&-um today I'm going to talk about &-uh &~a environment [:: environmental] [* s:r:der] pollution &-um in my country &-uh .,-17.007099924307113,-31.281272888183594,8.15703125,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2260,1199_4R1.cha,1199,12,1,TAGGED,[* m:+s:a] ; [* s:r:gc:det],2,it's a serious problems such as &-um air pollution water pollution mm light pollution &-uh .,it's a [* s:r:gc:det] serious problems [:: problem] [* m:+s:a] such as &-um air pollution water pollution mm light pollution &-uh .,-16.77946699233282,-28.968751907348633,5.813988095238095,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2261,1199_4R1.cha,1199,15,2,TAGGED,[* m:+s:a],1,<when we> [//] when I went out for fun and [/] &-uh and I [/] wore [/] I wore a new shoes .,<when we> [//] when I went out for fun and [/] &-uh and I [/] wore [/] I wore a new shoes [:: shoe] [* m:+s:a] .,-0.05961697472086694,-0.7171236872673035,6.613486842105263,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2262,1199_4R1.cha,1199,18,3,CLEAN,CLEAN,0,and [/] ah an(d) ah when I came back to home there was &-uh heavy dust in [//] covered my shoes .,and [/] ah an(d) ah when I came back to home there was &-uh heavy dust in [//] covered my shoes .,-17.904009603684948,-24.168590545654297,8.279233870967742,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2263,1199_4R1.cha,1199,21,4,TAGGED,[* s:r:gc:det],1,and so you can see it's a serious problems in my country .,and so you can see it's a [* s:r:gc:det] serious problems in my country .,-10.960561794879943,-28.51568031311035,5.885110294117647,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2264,1199_4R1.cha,1199,24,5,CLEAN,CLEAN,0,the [//] airs [//] the air was polluted by [/] by car fumes and &-uh some chemical smokes from the factory mm mm .,the [//] airs [//] the air was polluted by [/] by car fumes and &-uh some chemical smokes from the factory mm mm .,-0.0041450483811991765,-0.04221944883465767,7.645161290322581,3.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2265,1199_4R1.cha,1199,27,6,NON_TAGGED_CHANGED,CLEAN,0,and &-uh &-uh our gov(ern)ment [% 2 syllables] always &-uh employ a lot of people to clean our rivers &-um .,and &-uh &-uh our gov(ern)ment [% 2 syllables] always &-uh employ a lot of people to clean our rivers &-um .,-0.022926099042731747,-0.7038969397544861,8.633680555555555,0.0,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
2266,1199_4R1.cha,1199,30,7,TAGGED,[* m:vsg:a],1,<our many of> [//] many rivers has [//] had been &-uh polluted by oils and ah by fumes and ah fish are .,<our many of> [//] many rivers has [:: have] [* m:vsg:a] [//] had been &-uh polluted by oils and ah by fumes and ah fish are .,-17.952313234931545,-29.30299949645996,7.243421052631579,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2267,1199_4R2.cha,1199,9,0,CLEAN,CLEAN,0,&-uh because I'm lazy so <I thin(k)> [//] I thought I don't have any time to &~b study english while was working .,&-uh because I'm lazy so <I thin(k)> [//] I thought I don't have any time to &~b study english while was working .,-18.228700545099045,-26.851606369018555,7.680555555555555,0.6875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2268,1199_4R2.cha,1199,12,1,CLEAN,CLEAN,0,so I [/] &~don I didn't read any english books before I came to Pittsburgh .,so I [/] &~don I didn't read any english books before I came to Pittsburgh .,-17.719275037447613,-30.218788146972656,7.002604166666667,0.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2269,1199_4R2.cha,1199,15,2,CLEAN,CLEAN,0,so I should have ah read [% present read] some english books .,so I should have ah read [% present read] some english books .,-18.312711199124653,-27.937503814697266,6.924479166666667,1.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2270,1199_4R2.cha,1199,18,3,NON_TAGGED_CHANGED,CLEAN,0,I should have &-uh read [% participle form] some english books .,I should have &-uh read [% participle form] some English books .,-17.624657452106476,-30.843917846679688,6.552083333333333,0.0,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
2271,1199_4R2.cha,1199,21,4,CLEAN,CLEAN,0,if: I had ah read some english books more and more I couldn't ah have difficulty to study my english now .,if: I had ah read some english books more and more I couldn't ah have difficulty to study my english now .,-0.016435839077094744,-0.3313710391521454,7.403645833333333,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2272,1199_5S1.cha,1199,9,0,CLEAN,CLEAN,0,the topic is the [//] my opinion of violence on tv .,the topic is the [//] my opinion of violence on tv .,-18.10347016652425,-25.37505340576172,6.8828125,2.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2273,1199_5S1.cha,1199,12,1,CLEAN,CLEAN,0,mm in my country &-uh the violence movie is shown on tv is many kinds of &-uh action movies such as &~sh &-um kungfu movie and &-uh some detective movies .,mm in my country &-uh the violence movie is shown on tv is many kinds of &-uh action movies such as &~sh &-um kungfu movie and &-uh some detective movies .,-17.471901301181678,-27.28125762939453,6.993371212121212,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2274,1199_5S1.cha,1199,15,2,TAGGED,[* m:vun:a] ; [* s:r:prep],2,and ah some people think ah the violent movies &-uh will [/] mm <will trigger> [//] no [///] &~i will generate ah some negative &~infa impact on society especially for the children <who is> [//] who are teenagers or some [/] some people &~vi very small .,and ah some people think ah the violent movies &-uh will [/] mm <will trigger> [//] no [///] &~i will generate ah some negative &~infa [:: in] [* s:r:prep] impact on society especially for the children <who is> [//] who are [:: is] [* m:vun:a] teenagers or some [/] some people &~vi very small .,-0.060807981658217616,-1.4231181144714355,6.412109375,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2275,1199_5S1.cha,1199,18,3,CLEAN,CLEAN,0,&-uh &-uh and &-uh <in my:> [//] (o)pinion [//] &-uh <I don't think people should> [//] &-uh <be I: don't think> [//] in my opinion I don't think violent movies should be banned on tv .,&-uh &-uh and &-uh <in my:> [//] (o)pinion [//] &-uh <I don't think people should> [//] &-uh <be I: don't think> [//] in my opinion I don't think violent movies should be banned on tv .,-17.020683752390333,-26.2265682220459,8.093276515151516,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2276,1199_5S1.cha,1199,21,4,NON_TAGGED_CHANGED,CLEAN,0,ah first &-uh these movies &~f &~f &-uh especially for adults could relax their work stress .,ah first &-uh these movies &~f &~f &-uh especially for adults could relax their work stress .,-16.37735959255334,-26.414085388183594,6.151988636363637,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
2277,1199_5S1.cha,1199,24,5,NON_TAGGED_CHANGED,CLEAN,0,and secondly &-uh if we eliminate ah these movies from society &-uh people just ah see some love stories .,and secondly &-uh if we eliminate ah these movies from society &-uh people just ah see some love stories .,-18.169878773067307,-30.1562557220459,7.419836956521739,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
2278,1199_5S1.cha,1199,27,6,CLEAN,CLEAN,0,&-um &~i it seems to be very ah bored .,&-um &~i it seems to be very ah bored .,-15.41166485392529,-28.470170974731445,5.730978260869565,1.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2279,1199_5S1.cha,1199,30,7,CLEAN,CLEAN,0,and &-uh &~s &~s <the second> [//] the third reason is that mm if we could see much more violent movies we could ah distinguish what is the moral behavior and what is amoral behavior .,and &-uh &~s &~s <the second> [//] the third reason is that mm if we could see much more violent movies we could ah distinguish what is the moral behavior and what is amoral behavior .,-0.004876658856079777,-0.11447733640670776,8.150815217391305,2.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2280,1199_5S1.cha,1199,33,8,CLEAN,CLEAN,0,and ah it will trigger &-uh people's inherent consciousness to [/] &~rec to acknowledge ah &~ou .,and ah it will trigger &-uh people's inherent consciousness to [/] &~rec to acknowledge ah &~ou .,-17.308453995248545,-28.062562942504883,7.135869565217392,1.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2281,1199_5S2.cha,1199,9,0,CLEAN,CLEAN,0,the topic is what are some of the risks [% 2 syllables] of using the internet and how can I protect myself .,the topic is what are some of the risks [% 2 syllables] of using the internet and how can I protect myself .,-0.0019308107088923303,-0.027959976345300674,9.040865384615385,4.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2282,1199_5S2.cha,1199,12,1,TAGGED,[* m:+ing],1,&-uh for me someone [//] if I use the internet &-um someone could be steal my personal informations .,&-uh for me someone [//] if I use the internet &-um someone could be steal [:: steal] [* m:+ing] my personal informations .,-16.860981262288988,-27.937517166137695,7.3896484375,0.5625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2283,1199_5S2.cha,1199,15,2,CLEAN,CLEAN,0,and then my <resistant system> [//] resistance system could be wiped out .,and then my <resistant system> [//] resistance system could be wiped out .,-18.011693697709305,-27.640640258789062,7.0360576923076925,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2284,1199_5S2.cha,1199,18,3,CLEAN,CLEAN,0,and if I always communicate with someone who I don't know maybe they will &~s steal my information .,and if I always communicate with someone who I don't know maybe they will &~s steal my information .,-18.95895426089947,-27.546876907348633,8.776442307692308,1.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2285,1199_5S2.cha,1199,21,4,CLEAN,CLEAN,0,and [/] &-uh and at the meantime I &~d don't know what are they doing for me .,and [/] &-uh and at the meantime I &~d don't know what are they doing for me .,-16.265935171734203,-27.4375,6.990056818181818,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2286,1199_5S2.cha,1199,24,5,NON_TAGGED_CHANGED,CLEAN,0,so how can I protect myselfs [: myself] [* m:+s] and ah reinforce my laptop .,so how can I protect myselfs [: myself] [//]] and ah reinforce my laptop .,-14.46740985259583,-27.421918869018555,6.446732954545454,0.6875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2287,1199_5S2.cha,1199,27,6,CLEAN,CLEAN,0,the first way to do is always reset my firewall and ah check there's [//] if there is any virus in my laptops .,the first way to do is always reset my firewall and ah check there's [//] if there is any virus in my laptops .,-17.301848433234476,-28.937501907348633,6.815340909090909,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2288,1199_5S2.cha,1199,30,7,TAGGED,[* m:+ed],1,&~an and the second one is mm I try to not clicked the popup in all the screams [: screens] because those things always trigger some virus and &-uh access to my ah personal informations in my laptops .,&~an and the second one is mm I try to not clicked [:: click] [* m:+ed] the popup in all the screams [: screens] because those things always trigger some virus and &-uh access to my ah personal informations in my laptops .,-0.01974746535079948,-0.3031974136829376,7.677884615384615,1.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2289,1199_5S2.cha,1199,33,8,TAGGED,[* m:+ed],1,and then it will wiped out all my systems .,and then it will wiped [:: wipe] [* m:+ed] out all my systems .,-18.27823133217661,-28.625003814697266,6.850328947368421,1.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2290,1199_5S2.cha,1199,36,9,CLEAN,CLEAN,0,so &-uh because of there is diverse mm virus or diverse mm ways to hacked into my computer I should always protec(t) it &-uh from the firewall or mm .,so &-uh because of there is diverse mm virus or diverse mm ways to hacked into my computer I should always protec(t) it &-uh from the firewall or mm .,-0.01698472261985542,-0.2853522002696991,7.467905405405405,1.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2291,1208_4M1.cha,1208,9,0,CLEAN,CLEAN,0,my topic is water pollution .,my topic is water pollution .,-17.14117517986813,-29.251707077026367,6.451013513513513,1.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2292,1208_4M1.cha,1208,12,1,CLEAN,CLEAN,0,we have a lot of resource in sea .,we have a lot of resource in sea .,-15.032910888259476,-28.211082458496094,5.6613175675675675,0.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2293,1208_4M1.cha,1208,15,2,TAGGED,[* m:=ed],1,but many factory flewed [: threw] their dirty water to ocean .,but many factory flewed [: threw] [* m:=ed] their dirty water to ocean .,-18.05497018150661,-25.7349853515625,7.203804347826087,0.4375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2294,1208_4M1.cha,1208,18,3,TAGGED,[* m:0s:a],1,so many resource are broken by dirty water .,so many resource [:: resources] [* m:0s:a] are broken by dirty water .,-16.780333454792316,-25.10950469970703,6.783653846153846,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2295,1208_4M1.cha,1208,21,4,CLEAN,CLEAN,0,so we lose previous resource .,so we lose previous resource .,-17.955499172210693,-25.982330322265625,6.953947368421052,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2296,1208_4M1.cha,1208,24,5,TAGGED,[* s:r:der],1,<I thin(k)> [/] the [/] I think the solve is too difficult right now .,<I thin(k)> [/] the [/] I think the solve [:: solution] [* s:r:der] is too difficult right now .,-0.03422725166120262,-0.5152696967124939,7.329326923076923,1.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2297,1208_4M1.cha,1208,27,6,CLEAN,CLEAN,0,but I think we should more good machine in factory .,but I think we should more good machine in factory .,-8.718529851778586,-28.3359375,6.685,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2298,1208_4M1.cha,1208,30,7,CLEAN,CLEAN,0,because <they hafta> [//] they can sink the clean water to ocean .,because <they hafta> [//] they can sink the clean water to ocean .,-18.413733882904054,-25.750022888183594,6.86,0.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2299,1208_4M1.cha,1208,33,8,CLEAN,CLEAN,0,an(d) if they do that we can't lose ours previous resource &~we we protect resource I thin(k) .,an(d) if they do that we can't lose ours previous resource &~we we protect resource I thin(k) .,-0.03302306587575003,-0.46114015579223633,7.205,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2300,1208_4M1.cha,1208,36,9,CLEAN,CLEAN,0,an(d) water pollution makes a_lot [//] of [//] lot of ah trouble to when we eat seafood .,an(d) water pollution makes a_lot [//] of [//] lot of ah trouble to when we eat seafood .,-16.721541023254396,-29.687509536743164,6.995,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2301,1208_4M1.cha,1208,39,10,CLEAN,CLEAN,0,so people eat seafood we have disease from the seafood .,so people eat seafood we have disease from the seafood .,-21.086205291748048,-28.43773651123047,8.7125,2.6875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2302,1208_4M2.cha,1208,9,0,TAGGED,[* m:base:ed],1,when I was in high school student &-uh I always do study .,when I was in high school student &-uh I always do [:: did] [* m:base:ed] study .,-0.015397815215527027,-0.1478128582239151,7.389204545454546,2.5,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
2303,1208_4M2.cha,1208,12,1,TAGGED,[* m:0ing],1,but I like hang out with my friends .,but I like hang [:: hanging] [* m:0ing] out with my friends .,-18.714328496352486,-28.18761444091797,7.524456521739131,0.0625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2304,1208_4M2.cha,1208,15,2,CLEAN,CLEAN,0,so I: didn't study too much .,so I: didn't study too much .,-19.715287590026854,-28.843751907348633,8.1375,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2305,1208_4M2.cha,1208,18,3,TAGGED,[* s:r:prep],1,so it [//] that affected to me &-um &~s the score like SAT in Korea .,so it [//] that affected to [:: by] [* s:r:prep] me &-um &~s the score like [:: like] [* s:r:prep] SAT in Korea .,-16.83274819976405,-29.453125,6.291118421052632,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2306,1208_4M2.cha,1208,21,4,TAGGED,[* s:r:der],1,so <I didn't go to> [//] &~f I didn't go to: the university &-uh like my first apply university .,so <I didn't go to> [//] &~f I didn't go to: the university &-uh like my first apply [:: attend] [* s:r:der] university .,-16.82513696268985,-24.4843807220459,7.292763157894737,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2307,1208_4M2.cha,1208,24,5,CLEAN,CLEAN,0,yeah so it was very shocked to me .,yeah so it was very shocked to me .,-16.629865393042564,-28.531251907348633,6.810546875,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2308,1208_4M2.cha,1208,27,6,CLEAN,CLEAN,0,<I should have> [//] studie:d <if I> [///] &~s &~sh &-uh no I should have studied more .,<I should have> [//] studie:d <if I> [///] &~s &~sh &-uh no I should have studied more .,-0.011921478677777486,-0.2669976055622101,7.345703125,2.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2309,1208_4M2.cha,1208,30,7,CLEAN,CLEAN,0,I can go high [/] high university in Korea .,I can go high [/] high university in Korea .,-13.737228187230917,-27.007814407348633,5.735576923076923,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2310,1208_4M2.cha,1208,33,8,TAGGED,[* m:base:ed],1,if I would hav:e study in: &~i high school student like I change my method about study skill <it makes me> [//] it will be make me go more good university .,if I would hav:e study in: &~i high school student like I change my method about study skill <it makes me> [//] it will be make [:: made] [* m:base:ed] me go more good university .,-15.889505188420134,-26.8671875,6.370283018867925,0.5625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2311,1208_4M3.cha,1208,9,0,CLEAN,CLEAN,0,I'm going to talk about the famous person in my country in the past .,I'm going to talk about the famous person in my country in the past .,-17.470503311890823,-32.32814407348633,7.143028846153846,1.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2312,1208_4M3.cha,1208,12,1,CLEAN,CLEAN,0,&-uh &~las <last year> [//] <our country> [//] ah last year <our f:igure skater> [//] <was win> [//] was [//] won [//] our figure skater won the olympic .,&-uh &~las <last year> [//] <our country> [//] ah last year <our f:igure skater> [//] <was win> [//] was [//] won [//] our figure skater won the olympic .,-0.02342174341475374,-0.8882547616958618,7.3359375,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2313,1208_4M3.cha,1208,15,2,CLEAN,CLEAN,0,she [/] she recorded new record .,she [/] she recorded new record .,-15.62126756849743,-27.28392791748047,5.598214285714286,2.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2314,1208_4M3.cha,1208,18,3,TAGGED,[* s:r:gc:pro],1,her name is Yuna Kim .,her [:: she] [* s:r:gc:pro] name is Yuna Kim .,-16.41659205458885,-31.031253814697266,5.361918604651163,1.875,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
2315,1208_4M3.cha,1208,21,4,CLEAN,CLEAN,0,she is kind of first figure skater .,she is kind of first figure skater .,-16.402265208108084,-30.667003631591797,7.043898809523809,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2316,1208_4M3.cha,1208,24,5,CLEAN,CLEAN,0,because in the past anyone [/] anyone doesn't famous in our country &~wh &~who which someone major is &~f figure skating &~excep <except her> [/] except her .,because in the past anyone [/] anyone doesn't famous in our country &~wh &~who which someone major is &~f figure skating &~excep <except her> [/] except her .,-0.043407741286544135,-0.4869997203350067,6.147321428571429,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2317,1208_4M3.cha,1208,27,6,CLEAN,CLEAN,0,she has own river in Japan .,she has own river in Japan .,-10.435859114388757,-29.093751907348633,6.5661764705882355,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2318,1208_4M3.cha,1208,30,7,CLEAN,CLEAN,0,an(d) when she was young she already did very good score in the competition .,an(d) when she was young she already did very good score in the competition .,-0.038880876710824366,-0.5718786120414734,7.915441176470588,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2319,1208_4M3.cha,1208,33,8,TAGGED,[* m:base:ed],1,so many people thought she will be good figure skater .,so many people thought she will [:: would] [* m:base:ed] be good figure skater .,-20.634520483016967,-32.67972183227539,8.071875,1.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2320,1208_4M3.cha,1208,36,9,CLEAN,CLEAN,0,an(d) then last year finally she did a good record than other person .,an(d) then last year finally she did a good record than other person .,-17.330898677601535,-23.933866500854492,7.966911764705882,3.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2321,1208_4M3.cha,1208,39,10,CLEAN,CLEAN,0,&~f so sh:e got a gold metal in olympic last year .,&~f so sh:e got a gold metal in olympic last year .,-18.414054441452027,-25.460966110229492,7.615625,2.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2322,1208_4M3.cha,1208,42,11,CLEAN,CLEAN,0,&~sh she is kind of our hero in: the sports .,&~sh she is kind of our hero in: the sports .,-18.84587957859039,-27.679689407348633,7.009375,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2323,1211_4Q1.cha,1211,9,0,TAGGED,[* m:03s:a] ; [* m:0ing],2,the topic is discuss a problem in the world that concern me .,the topic is discuss [:: discussed] [* m:0ing] a problem in the world that concern [:: concerns] [* m:03s:a] me .,-18.428953861368115,-28.765634536743164,7.359913793103448,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2324,1211_4Q1.cha,1211,12,1,TAGGED,[* m:03s:a],1,so I can say that the problem that usually concern me is homeless &-um &-uh .,so I can say that the problem that usually concern [:: concerns] [* m:03s:a] me is homeless &-um &-uh .,-0.00934942744243017,-0.0807480663061142,8.11111111111111,2.8125,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
2325,1211_4Q1.cha,1211,15,2,TAGGED,[* s:r:der],1,homeless [/] is [/] &~i being [/] homeless is being &-uh concerned &-uh in all over the world .,homeless [/] is [/] &~i being [/] homeless [:: home] [* s:r:der] is being &-uh concerned &-uh in all over the world .,-11.273543243784196,-29.875001907348633,5.174365942028985,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2326,1211_4Q1.cha,1211,18,3,CLEAN,CLEAN,0,and &-uh <the government> [//] <have been> [//] &-uh have [//] <should have been> [//] &~n the [/] &~gov the government [% 4 syllables] have been built many houses &-uh to these homeless to avoid &-uh any problem &-uh .,and &-uh <the government> [//] <have been> [//] &-uh have [//] <should have been> [//] &~n the [/] &~gov the government [% 4 syllables] have been built many houses &-uh to these homeless to avoid &-uh any problem &-uh .,-0.01316884103259246,-0.514165461063385,7.8125,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2327,1211_4Q1.cha,1211,21,4,TAGGED,[* s:r:gc:pro],1,another things &-uh homeless is being treated badly by others &-um <because of:> [/] &-uh <because of> [/] &-uh because of their [/] &-uh their conducts and .,another things &-uh homeless is being treated badly by others &-um <because of:> [/] &-uh <because of> [/] &-uh because of their [/] &-uh their [:: those] [* s:r:gc:pro] conducts and .,-15.73088146292645,-27.140758514404297,6.283514492753623,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2328,1211_4Q1.cha,1211,24,5,CLEAN,CLEAN,0,&~i I think we have many things that &-uh should be done and needta be done such as &-uh subsidy &-uh <to the> [//] from the government to all the people who have no: &-uh houses .,&~i I think we have many things that &-uh should be done and needta be done such as &-uh subsidy &-uh <to the> [//] from the government to all the people who have no: &-uh houses .,-16.90775123764487,-29.218751907348633,7.329963235294118,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2329,1211_4Q1.cha,1211,27,6,CLEAN,CLEAN,0,and &-uh if we got enough ah houses &-uh the homeless &-uh have been &-uh treated as other people .,and &-uh if we got enough ah houses &-uh the homeless &-uh have been &-uh treated as other people .,-0.013462396854379222,-0.24543850123882294,7.883928571428571,1.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2330,1211_4Q2.cha,1211,9,0,CLEAN,CLEAN,0,the topic is &~i &-uh my previous &-uh TOEFL [% 2 syllables] test &-uh .,the topic is &~i &-uh my previous &-uh TOEFL [% 2 syllables] test &-uh .,-0.0029900177549799472,-0.03516841679811478,8.087053571428571,4.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2331,1211_4Q2.cha,1211,12,1,CLEAN,CLEAN,0,actually I ha:d a TOEFL test last week .,actually I ha:d a TOEFL test last week .,-18.134766970361984,-33.312522888183594,7.450892857142857,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2332,1211_4Q2.cha,1211,15,2,CLEAN,CLEAN,0,I: [//] and I didn't pass it well &-um .,I: [//] and I didn't pass it well &-um .,-16.578277690070017,-25.5000057220459,7.741071428571429,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2333,1211_4Q2.cha,1211,18,3,TAGGED,[* s:r:prep],1,&~b <I should> [/] I should think carefully and look at &-uh on manage the time how to deal with the time itself .,&~b <I should> [/] I should think carefully and look at &-uh on [:: in] [* s:r:prep] manage the time how to deal with the time itself .,-0.043686468581558745,-1.1106513738632202,7.34375,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
2334,1211_4Q2.cha,1211,21,4,CLEAN,CLEAN,0,because &-uh I couldn't manage the time at that time because I was nervous &-uh .,because &-uh I couldn't manage the time at that time because I was nervous &-uh .,-18.859127998492877,-29.296876907348633,7.941532258064516,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2335,1211_4Q2.cha,1211,24,5,CLEAN,CLEAN,0,I would have &-um &~m &~m managed carefully &-uh .,I would have &-um &~m &~m managed carefully &-uh .,-16.92416469512447,-25.945314407348633,7.911290322580645,1.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
2336,1211_4Q2.cha,1211,27,6,CLEAN,CLEAN,0,but actually I didn't .,but actually I didn't .,-17.453355312347412,-28.156253814697266,7.929435483870968,2.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
